character,text
LACEY,"Mr. Steyer, would you publicly reveal what the U.S. knows about Putin's corruption or work to freeze his bank accounts? Please respond."
STEYER," Absolutely. As far as I'm concerned, Mr. Trump's America first program, which involves having no plans, having no process, and having no partners, has proved to be a disaster in Syria, it's proved to be a disaster in terms of our response to Russia's attacking our democracy, and more than that, when we look at the problems around the world, the idea that the United States is going to act unilaterally against a country without the support of our tritional allies makes absolutely no sense."
STEYER,"Let's go to the most important international problem that we're facing, which no one has brought up, which is climate. We can't solve the climate crisis in the United States by ourselves. It's an international crisis. I've been working on it for 10 years, taking on the corporations. But we have to work with our allies and our frenemies around the world."
STEYER,"So if you look at what Mr. Trump is doing, of course he's been bought by the oil and gas companies. But any problem that we're going to do, but specifically climate, we're going to have to le the world morally, we're going to have to le it technologically, financially, and commercially."
STEYER,"This is the proof that this kind of America first, go-it-alone, trust nobody and be untrustworthy is the worst idea I have ever heard and I would change it on day one in every single light."
LACEY," Mr. Yang, your response to Putin and Russia."
YANG," Of course. We have to look at the chain of events. How did we get here? The fact is, we were falling apart at home, so we voted in Donald Trump, and he's now led us down this dangerous path with erratic and unreliable foreign policy."
YANG,"We have to let Russia know, look, we get it. We've tampered with other elections, you've tampered with our elections. And now it has to stop. And if it does not stop, we will take this as an act of hostility against the American people. I believe most Americans would support me on this."
YANG,"But Russian hacking of our democracy is an illustration of the 21st century threats. Artificial intelligence, cybersecurity, climate change, loose nuclear material, military drones, and non-state actors, these are the threats that are going to require our ministration to catch up in terms of technology."
YANG,"We all know we are deces behind the curve on technology. We saw when Mark Zuckerberg testified at Congress the nature of the questioning. As commander-in-chief, I will help pull us forward..."
LACEY, Thank you.
LACEY,(CROSSTALK)
KLOBUCHAR, I want to respond to Mr. Yang.
YANG, ... and that's going to be the responsibility of the next president.
KLOBUCHAR," I want to respond to Mr. Yang. I don't see a moral equivalency between our country and Russia. Vlimir Putin is someone who has shot down planes over Ukraine, who has poisoned his opponent, and we have not talked about what we need to do to protect ourselves from Russia inving our election."
KLOBUCHAR,This wasn't meddling. That's what I do when I call my daughter on a Saturday night and ask her what she's doing. Sorry.
KLOBUCHAR,(CROSSTALK)
KLOBUCHAR," This was much more serious than that. This was actually inving our election. So to protect ourselves in 2020, what we need, one, backup paper ballots in every single state. That is a bill that I need, and we need to stop Mitch McConnell from stopping that from happening."
KLOBUCHAR,"And then we need to stop the social media companies from running paid political s, including ones last time in rubles, without having to say where those s came from and who paid for them. That's the Honest s Act. That's a bipartisan bill that I le. And we can't wait..."
